Player,MLB_ID,Year,Max_EV,Avg_EV,Hard_Hit_Pct,Barrel_Pct,PA,AVG,OBP,SLG,OPS,wRC_Plus
"Owings, Chris",572008,2015,107.6,86.9,24.9,2.6,552.0,0.227,0.264,0.322,0.587,51.0
"Ozuna, Marcell",542303,2015,114.5,91.8,45.0,6.0,494.0,0.259,0.308,0.383,0.691,92.0
"Pagán, Ángel",434636,2015,110.7,86.3,22.6,0.7,551.0,0.262,0.303,0.332,0.635,78.0
"Panik, Joe",605412,2015,106.7,86.8,29.4,2.3,432.0,0.312,0.378,0.455,0.833,135.0
"Paredes, Jimmy",517370,2015,113.8,90.1,42.9,5.5,384.0,0.275,0.31,0.416,0.726,97.0
"Parra, Gerardo",467827,2015,108.3,88.2,30.0,3.2,589.0,0.291,0.328,0.452,0.78,109.0
"Paulsen, Ben",572019,2015,112.0,88.3,34.2,5.9,354.0,0.277,0.326,0.462,0.787,99.0
"Pearce, Steve",456665,2015,108.3,86.9,31.9,5.3,325.0,0.218,0.289,0.422,0.711,93.0
"Pederson, Joc",592626,2015,114.3,91.2,45.2,11.8,585.0,0.21,0.346,0.417,0.763,116.0
"Pedroia, Dustin",456030,2015,104.7,88.1,25.4,3.0,425.0,0.291,0.356,0.441,0.797,117.0
"Pence, Hunter",452254,2015,113.5,90.1,39.0,13.2,223.0,0.275,0.327,0.478,0.806,124.0
"Pennington, Cliff",460060,2015,104.5,86.8,26.2,2.9,249.0,0.21,0.298,0.281,0.578,57.0
"Peralta, David",444482,2015,116.0,91.6,43.4,8.0,517.0,0.312,0.371,0.522,0.893,137.0
"Peralta, Jhonny",425509,2015,109.4,88.2,34.0,4.4,640.0,0.275,0.334,0.411,0.745,105.0
"Perez, Salvador",521692,2015,110.9,87.3,32.6,5.3,553.0,0.26,0.28,0.426,0.706,87.0
"Peterson, Jace",607054,2015,110.0,87.1,26.3,3.3,597.0,0.239,0.314,0.335,0.649,79.0
"Peterson, Shane",451089,2015,107.0,89.4,40.0,2.7,226.0,0.259,0.324,0.353,0.678,85.0
"Peña, Brayan",430910,2015,104.9,85.6,17.2,0.3,367.0,0.273,0.334,0.324,0.659,83.0
"Pham, Tommy",502054,2015,113.0,91.7,44.2,11.5,,,,,,
"Phegley, Josh",572033,2015,107.6,85.7,27.4,4.0,243.0,0.249,0.3,0.449,0.749,106.0
"Phillips, Brandon",408252,2015,108.2,86.2,26.0,2.3,623.0,0.294,0.328,0.395,0.723,97.0
"Pierzynski, A.J.",150229,2015,110.0,85.4,25.7,3.5,436.0,0.3,0.339,0.43,0.769,111.0
"Pillar, Kevin",607680,2015,112.4,85.8,26.5,1.8,628.0,0.278,0.314,0.399,0.713,94.0
"Piscotty, Stephen",572039,2015,109.1,89.8,41.3,9.5,256.0,0.305,0.359,0.494,0.853,134.0
"Plawecki, Kevin",608700,2015,112.8,88.6,32.2,3.4,258.0,0.219,0.28,0.296,0.576,59.0
"Plouffe, Trevor",461858,2015,108.2,89.8,39.4,7.9,632.0,0.244,0.307,0.435,0.742,100.0
"Polanco, Gregory",570256,2015,115.6,89.9,39.8,4.4,652.0,0.256,0.32,0.381,0.701,92.0
"Pollock, AJ",572041,2015,110.6,88.9,39.1,5.7,673.0,0.315,0.367,0.498,0.865,131.0
"Posey, Buster",457763,2015,110.3,89.0,37.5,6.1,623.0,0.318,0.379,0.47,0.849,135.0
"Prado, Martín",445988,2015,109.7,89.0,33.6,2.3,551.0,0.288,0.338,0.394,0.732,102.0
"Puig, Yasiel",624577,2015,112.6,89.3,36.9,8.8,311.0,0.255,0.322,0.436,0.758,111.0
"Pujols, Albert",405395,2015,114.0,90.7,38.3,7.7,661.0,0.244,0.307,0.48,0.787,114.0
"Pérez, Carlos",542208,2015,106.4,86.2,23.7,0.9,283.0,0.25,0.299,0.346,0.645,80.0
"Pérez, Hernán",541650,2015,108.0,86.3,28.8,2.4,272.0,0.243,0.257,0.327,0.584,52.0
"Pérez, Roberto",547379,2015,112.0,90.6,39.4,8.7,226.0,0.228,0.348,0.402,0.751,107.0
"Raburn, Ryan",430605,2015,110.1,90.7,47.7,9.2,201.0,0.301,0.393,0.543,0.936,153.0
"Ramirez, Alexei",493351,2015,107.2,84.7,22.2,1.0,622.0,0.249,0.285,0.357,0.642,74.0
"Ramirez, Aramis",133380,2015,108.6,87.4,34.5,5.6,516.0,0.246,0.297,0.423,0.72,93.0
"Ramirez, Hanley",434670,2015,116.6,90.1,41.6,7.5,430.0,0.249,0.291,0.426,0.717,90.0
"Ramos, Wilson",467092,2015,114.2,90.5,44.5,6.3,504.0,0.229,0.258,0.358,0.616,62.0
"Ramírez, José",608070,2015,106.7,86.7,24.0,1.8,355.0,0.219,0.291,0.34,0.631,72.0
"Rasmus, Colby",458675,2015,110.3,89.5,35.5,9.6,485.0,0.238,0.314,0.475,0.789,118.0
"Realmuto, J.T.",592663,2015,109.6,88.4,34.3,4.3,467.0,0.259,0.29,0.406,0.696,89.0
"Reddick, Josh",502210,2015,108.7,88.4,32.8,5.0,582.0,0.272,0.333,0.449,0.781,116.0
"Reimold, Nolan",460099,2015,111.8,86.0,28.5,7.3,,,,,,
"Rendon, Anthony",543685,2015,108.3,90.3,35.5,4.9,355.0,0.264,0.344,0.363,0.707,97.0
"Revere, Ben",519184,2015,111.4,83.1,14.6,0.0,634.0,0.306,0.342,0.377,0.719,98.0
"Reyes, José",408314,2015,108.4,84.6,18.6,0.2,519.0,0.274,0.31,0.378,0.688,81.0
"Reynolds, Mark",448602,2015,114.1,87.7,33.1,8.4,432.0,0.23,0.315,0.398,0.713,98.0
"Rios, Alex",425567,2015,109.4,88.3,31.8,2.5,411.0,0.255,0.287,0.353,0.64,72.0
"Rivera, René",425784,2015,109.4,85.9,28.3,6.4,319.0,0.178,0.213,0.275,0.489,32.0
"Rizzo, Anthony",519203,2015,112.0,88.7,38.3,8.0,701.0,0.278,0.387,0.512,0.899,145.0
"Robinson, Clint",519208,2015,113.2,89.9,35.7,5.0,352.0,0.272,0.358,0.424,0.782,114.0
"Robinson, Shane",453203,2015,106.3,84.1,21.9,0.6,,,,,,
"Rodriguez, Alex",121347,2015,116.5,91.3,43.9,10.9,620.0,0.25,0.356,0.486,0.842,129.0
"Rodríguez, Sean",446481,2015,111.7,86.9,25.9,6.6,240.0,0.246,0.281,0.362,0.642,77.0
"Rogers, Jason",595386,2015,109.1,90.4,46.6,5.9,,,,,,
"Rojas, Miguel",500743,2015,107.4,87.8,30.8,0.0,,,,,,
"Rollins, Jimmy",276519,2015,106.1,85.7,23.1,2.5,563.0,0.224,0.285,0.358,0.643,80.0
"Romine, Andrew",461865,2015,104.1,85.6,22.4,0.0,203.0,0.255,0.307,0.315,0.622,70.0
"Rosario, Eddie",592696,2015,106.2,87.7,30.8,6.2,474.0,0.267,0.289,0.459,0.748,97.0
"Rosario, Wilin",501647,2015,113.8,88.3,33.9,4.5,242.0,0.268,0.295,0.416,0.71,75.0
"Ross, David",424325,2015,107.6,87.7,33.7,5.9,,,,,,
"Ruf, Darin",573131,2015,110.8,90.0,42.1,7.9,297.0,0.235,0.3,0.414,0.714,95.0
"Ruiz, Carlos",434563,2015,104.3,84.9,18.0,1.6,320.0,0.211,0.29,0.285,0.575,59.0
"Rupp, Cameron",519237,2015,110.4,88.8,34.8,7.5,299.0,0.233,0.301,0.374,0.675,81.0
"Russell, Addison",608365,2015,109.2,86.7,29.2,5.2,523.0,0.242,0.307,0.389,0.696,90.0
"Saladino, Tyler",573135,2015,106.5,86.2,34.4,2.1,254.0,0.225,0.267,0.335,0.602,64.0
"Saltalamacchia, Jarrod",457454,2015,111.3,90.6,42.1,14.3,227.0,0.225,0.31,0.435,0.745,100.0
"Sandoval, Pablo",467055,2015,114.0,88.0,33.5,4.8,505.0,0.245,0.292,0.366,0.658,76.0
"Santana, Carlos",467793,2015,111.4,89.2,39.7,7.2,666.0,0.231,0.357,0.395,0.752,107.0
"Santana, Danny",542454,2015,109.7,86.1,23.5,0.5,277.0,0.215,0.241,0.291,0.532,38.0
"Sanó, Miguel",593934,2015,113.6,94.1,54.9,20.4,335.0,0.269,0.385,0.53,0.916,149.0
"Schafer, Logan",502582,2015,105.3,89.1,30.0,1.0,,,,,,
"Schoop, Jonathan",570731,2015,114.7,89.8,40.6,8.7,321.0,0.279,0.306,0.482,0.788,113.0
"Schumaker, Skip",435401,2015,105.3,85.6,22.7,1.0,268.0,0.242,0.306,0.336,0.642,75.0
"Schwarber, Kyle",656941,2015,111.3,91.9,42.3,12.2,273.0,0.246,0.355,0.487,0.842,131.0
"Seager, Kyle",572122,2015,109.3,89.3,34.6,7.0,686.0,0.266,0.328,0.451,0.779,115.0
"Segura, Jean",516416,2015,109.6,86.9,27.1,1.3,584.0,0.257,0.281,0.336,0.616,64.0
"Semien, Marcus",543760,2015,106.9,87.1,28.9,4.5,601.0,0.257,0.31,0.405,0.715,97.0
"Shaw, Travis",543768,2015,113.3,88.6,36.8,7.6,248.0,0.27,0.327,0.487,0.813,118.0
"Shuck, JB",543776,2015,107.2,83.9,23.5,0.0,,,,,,
"Simmons, Andrelton",592743,2015,108.9,86.4,29.0,1.0,583.0,0.265,0.321,0.338,0.66,81.0
"Sizemore, Grady",429713,2015,107.4,89.2,36.4,4.2,296.0,0.253,0.307,0.381,0.688,91.0
"Smith, Seth",452234,2015,110.8,89.9,42.4,7.9,452.0,0.248,0.33,0.443,0.773,113.0
"Smoak, Justin",475253,2015,111.1,91.0,46.4,12.8,328.0,0.226,0.299,0.47,0.768,108.0
"Smolinski, Jake",519295,2015,110.4,87.5,30.5,4.6,,,,,,
"Snider, Travis",501983,2015,110.1,88.3,38.0,3.5,265.0,0.232,0.313,0.35,0.663,82.0
"Sogard, Eric",519299,2015,107.5,85.5,18.7,0.3,401.0,0.247,0.294,0.304,0.598,66.0
"Solarte, Yangervis",500208,2015,110.6,88.1,31.4,2.1,571.0,0.27,0.32,0.428,0.748,109.0
"Soler, Jorge",624585,2015,116.2,91.7,43.1,10.1,404.0,0.262,0.324,0.399,0.723,95.0
"Soto, Geovany",434567,2015,108.1,90.1,42.4,7.2,210.0,0.219,0.301,0.406,0.708,96.0
"Souza Jr., Steven",519306,2015,113.2,88.9,39.0,9.5,426.0,0.225,0.318,0.399,0.717,102.0
"Span, Denard",452655,2015,109.0,87.7,32.7,2.7,275.0,0.301,0.365,0.431,0.796,120.0
"Spangenberg, Cory",605486,2015,110.6,87.3,32.2,1.3,345.0,0.271,0.333,0.399,0.733,105.0
"Springer, George",543807,2015,114.2,89.9,41.5,9.5,451.0,0.276,0.367,0.459,0.826,133.0
"Stanton, Giancarlo",519317,2015,120.3,96.1,52.9,24.1,318.0,0.265,0.346,0.606,0.952,155.0
"Stewart, Chris",455755,2015,102.9,83.2,16.3,0.0,,,,,,
"Strange-Gordon, Dee",543829,2015,106.9,84.5,17.0,1.1,653.0,0.333,0.359,0.418,0.776,116.0
"Sucre, Jesús",491696,2015,106.0,86.0,25.2,0.9,,,,,,
"Suzuki, Ichiro",400085,2015,106.9,83.2,13.8,0.6,438.0,0.229,0.282,0.279,0.561,56.0
"Suzuki, Kurt",435559,2015,105.8,87.7,29.9,1.0,479.0,0.24,0.296,0.314,0.61,64.0
"Suárez, Eugenio",553993,2015,109.8,88.6,33.5,5.3,398.0,0.28,0.315,0.446,0.761,106.0
"Swihart, Blake",596119,2015,111.2,86.8,27.2,2.8,309.0,0.274,0.319,0.392,0.712,93.0
"Swisher, Nick",430897,2015,106.0,86.8,29.8,3.0,260.0,0.196,0.312,0.32,0.631,77.0
"Sánchez, Yolmer",570560,2015,105.9,85.4,20.6,1.3,420.0,0.224,0.268,0.326,0.595,63.0
"Taylor, Michael A.",572191,2015,112.7,88.7,35.6,6.3,511.0,0.229,0.282,0.358,0.64,69.0
"Teixeira, Mark",407893,2015,111.2,89.6,41.3,9.3,462.0,0.255,0.357,0.548,0.906,143.0
"Tejada, Rubén",514913,2015,103.9,85.0,23.8,2.4,407.0,0.261,0.338,0.35,0.688,94.0
"Tomlinson, Kelby",605509,2015,106.7,87.3,31.2,0.0,,,,,,
"Tomás, Yasmany",630111,2015,112.6,89.3,38.0,4.0,426.0,0.273,0.305,0.401,0.707,87.0
"Travis, Devon",581527,2015,108.5,88.1,36.9,8.0,238.0,0.304,0.361,0.498,0.859,136.0
"Trout, Mike",545361,2015,117.7,92.9,48.6,16.4,682.0,0.299,0.402,0.59,0.991,171.0
"Trumbo, Mark",444432,2015,116.5,92.0,43.0,9.8,545.0,0.262,0.31,0.449,0.759,107.0
"Tucker, Preston",605512,2015,112.1,89.8,38.8,5.6,323.0,0.243,0.297,0.437,0.734,104.0
"Tulowitzki, Troy",453064,2015,112.1,90.0,40.4,5.3,534.0,0.28,0.337,0.44,0.777,101.0
"Turner, Justin",457759,2015,107.6,89.5,37.9,7.2,439.0,0.294,0.37,0.491,0.861,141.0
"Upton, B.J.",425834,2015,108.7,88.8,37.2,6.2,228.0,0.259,0.327,0.429,0.757,110.0
"Upton, Justin",457708,2015,113.9,89.9,39.2,10.3,620.0,0.251,0.336,0.454,0.79,119.0
"Uribe, Juan",346874,2015,110.5,88.8,35.6,5.7,397.0,0.253,0.32,0.417,0.737,104.0
"Urshela, Gio",570482,2015,108.6,87.2,33.8,4.3,288.0,0.225,0.279,0.33,0.608,65.0
"Utley, Chase",400284,2015,104.9,88.6,34.4,2.8,423.0,0.212,0.286,0.343,0.629,71.0
"Valbuena, Luis",472528,2015,108.3,89.5,39.3,8.8,493.0,0.224,0.31,0.438,0.748,108.0
"Valencia, Danny",502143,2015,112.6,91.9,46.6,10.1,378.0,0.29,0.345,0.519,0.864,135.0
"Van Slyke, Scott",475100,2015,108.5,88.2,31.7,5.5,253.0,0.239,0.317,0.383,0.7,95.0
"Vargas, Kennys",573627,2015,113.9,88.1,41.3,5.0,,,,,,
"Venable, Will",461416,2015,115.2,87.0,33.5,2.3,390.0,0.244,0.32,0.35,0.669,87.0
"Victorino, Shane",425664,2015,108.6,83.4,17.9,0.0,204.0,0.23,0.308,0.292,0.601,67.0
"Vogt, Stephen",519390,2015,109.4,86.9,30.1,5.6,511.0,0.261,0.341,0.443,0.783,114.0
"Votto, Joey",458015,2015,109.3,90.2,42.2,10.9,695.0,0.314,0.459,0.541,1.0,174.0
"Walker, Neil",435522,2015,107.4,88.9,37.6,4.8,603.0,0.269,0.328,0.427,0.756,106.0
"Werth, Jayson",150029,2015,112.7,90.0,40.7,7.9,378.0,0.221,0.302,0.384,0.685,87.0
"Wieters, Matt",446308,2015,107.8,87.0,32.5,6.2,282.0,0.267,0.319,0.422,0.742,102.0
"Wong, Kolten",543939,2015,110.5,87.5,33.8,3.0,613.0,0.262,0.321,0.386,0.707,96.0
"Wright, David",431151,2015,108.3,89.3,40.9,9.5,,,,,,
"Yelich, Christian",592885,2015,112.5,91.7,45.1,4.8,525.0,0.3,0.366,0.416,0.782,120.0
"Ynoa, Rafael",501255,2015,105.4,83.1,17.0,0.0,,,,,,
"Young, Chris",455759,2015,109.6,85.6,26.0,4.8,356.0,0.252,0.32,0.453,0.773,110.0
"Young, Delmon",430321,2015,109.8,88.1,35.6,2.1,,,,,,
"Zimmerman, Ryan",475582,2015,111.3,91.8,48.4,9.7,390.0,0.249,0.308,0.465,0.773,106.0
"Zobrist, Ben",450314,2015,107.8,88.6,34.9,3.6,535.0,0.276,0.359,0.45,0.809,122.0
"Zunino, Mike",572287,2015,110.6,88.8,33.8,8.8,386.0,0.174,0.23,0.3,0.53,47.0
"d'Arnaud, Travis",518595,2015,109.7,88.7,35.4,6.8,268.0,0.268,0.34,0.485,0.825,130.0
"Álvarez, Pedro",476883,2015,115.4,91.9,47.1,12.3,491.0,0.243,0.318,0.469,0.787,112.0
"Abreu, José",547989,2016,113.4,89.7,39.4,7.9,695.0,0.293,0.353,0.468,0.82,121.0
"Adames, Cristhian",542436,2016,104.5,84.1,24.3,2.2,256.0,0.218,0.304,0.302,0.607,51.0
"Adams, Matt",571431,2016,110.9,89.8,40.2,11.0,327.0,0.249,0.309,0.471,0.78,106.0
"Ahmed, Nick",605113,2016,106.7,87.1,29.0,2.6,308.0,0.218,0.265,0.299,0.564,42.0
"Almonte, Abraham",501659,2016,111.1,88.5,39.2,5.6,,,,,,
"Alonso, Yonder",475174,2016,110.6,88.6,37.4,4.1,532.0,0.253,0.316,0.367,0.683,87.0
"Altherr, Aaron",571437,2016,111.7,88.2,34.9,3.1,227.0,0.202,0.304,0.293,0.597,64.0
"Altuve, Jose",514888,2016,109.0,88.3,36.4,6.9,717.0,0.338,0.396,0.531,0.928,152.0
"Amarista, Alexi",506560,2016,103.5,86.9,24.1,0.9,,,,,,
"Anderson, Tim",641313,2016,108.1,87.8,34.3,5.3,431.0,0.283,0.306,0.432,0.738,98.0
"Andrus, Elvis",462101,2016,108.4,87.4,31.8,1.8,568.0,0.302,0.362,0.439,0.8,109.0
"Aoki, Norichika",493114,2016,104.8,87.2,24.9,0.8,467.0,0.283,0.349,0.388,0.738,107.0
"Arcia, Orlando",606115,2016,106.5,87.7,29.9,1.9,216.0,0.219,0.273,0.358,0.631,65.0
"Arcia, Oswaldo",542455,2016,111.1,86.5,33.3,9.8,222.0,0.203,0.27,0.366,0.637,70.0
"Arenado, Nolan",571448,2016,111.2,89.5,39.8,9.0,696.0,0.294,0.362,0.57,0.932,126.0
"Asche, Cody",605125,2016,108.4,85.9,29.9,3.5,218.0,0.213,0.284,0.35,0.635,70.0
"Aviles, Mike",449107,2016,108.2,85.9,26.6,0.0,,,,,,
"Aybar, Erick",430947,2016,107.5,85.0,15.1,0.6,459.0,0.243,0.303,0.32,0.623,65.0
"Bandy, Jett",542908,2016,105.4,87.1,29.2,6.2,231.0,0.234,0.281,0.392,0.673,81.0
"Barney, Darwin",446381,2016,103.3,86.0,23.8,1.7,306.0,0.269,0.322,0.373,0.695,88.0
"Barnhart, Tucker",571466,2016,105.1,86.1,23.2,2.6,420.0,0.257,0.323,0.379,0.702,82.0
"Bautista, José",430832,2016,115.3,91.5,45.7,8.3,517.0,0.234,0.366,0.452,0.817,123.0
"Beckham, Gordon",493596,2016,108.5,88.0,32.0,4.1,279.0,0.212,0.294,0.347,0.641,71.0
"Beckham, Tim",542921,2016,110.9,89.6,45.1,6.0,215.0,0.247,0.3,0.434,0.735,98.0
"Bell, Josh",605137,2016,108.9,88.3,37.5,4.5,,,,,,
"Belt, Brandon",474832,2016,106.1,87.2,32.4,11.3,655.0,0.275,0.394,0.474,0.868,136.0
"Beltrán, Carlos",136860,2016,110.9,90.1,38.5,6.8,593.0,0.295,0.337,0.513,0.85,122.0
"Beltré, Adrian",134181,2016,109.9,90.1,40.4,8.5,640.0,0.3,0.358,0.521,0.879,127.0
"Bethancourt, Christian",542194,2016,112.2,88.0,35.5,7.2,204.0,0.228,0.265,0.368,0.633,68.0
"Betts, Mookie",605141,2016,114.7,89.7,39.9,5.2,730.0,0.318,0.363,0.534,0.897,136.0
"Blackmon, Charlie",453568,2016,112.7,87.7,33.5,6.8,641.0,0.324,0.381,0.552,0.933,132.0
"Blanco, Andrés",433217,2016,105.5,88.5,35.3,2.0,209.0,0.253,0.316,0.405,0.721,93.0
"Blanco, Grégor",453923,2016,108.7,85.2,20.3,2.6,274.0,0.224,0.309,0.311,0.62,68.0
"Bogaerts, Xander",593428,2016,113.2,89.0,32.7,5.3,719.0,0.294,0.356,0.446,0.802,114.0
"Bour, Justin",571506,2016,114.1,91.8,46.7,10.1,321.0,0.264,0.349,0.475,0.824,118.0
"Bourjos, Peter",488721,2016,112.1,88.1,32.8,2.6,383.0,0.251,0.292,0.389,0.681,78.0
"Bourn, Michael",456422,2016,105.1,85.1,17.4,3.1,413.0,0.264,0.314,0.371,0.684,79.0
"Bradley Jr., Jackie",598265,2016,109.1,90.3,39.3,8.6,636.0,0.267,0.349,0.486,0.835,118.0
"Braun, Ryan",460075,2016,114.7,90.0,38.9,8.4,564.0,0.305,0.365,0.538,0.903,134.0
"Bregman, Alex",608324,2016,106.2,88.1,36.0,6.7,217.0,0.264,0.313,0.478,0.791,114.0
"Brown, Trevor",623143,2016,103.0,83.9,21.6,0.7,,,,,,
"Broxton, Keon",542979,2016,114.9,93.5,50.0,9.2,244.0,0.242,0.354,0.43,0.784,111.0
"Bruce, Jay",457803,2016,111.8,88.9,38.2,8.4,589.0,0.25,0.309,0.506,0.815,111.0
"Bryant, Kris",592178,2016,112.6,89.3,38.9,11.7,699.0,0.292,0.385,0.554,0.939,148.0
"Burns, Billy",542993,2016,109.8,82.8,12.5,0.0,332.0,0.235,0.271,0.296,0.566,51.0
"Butler, Billy",456714,2016,112.4,90.3,41.7,8.1,274.0,0.284,0.336,0.416,0.752,104.0
"Buxton, Byron",621439,2016,111.3,89.5,31.6,5.3,331.0,0.225,0.284,0.43,0.714,86.0
"Báez, Javier",595879,2016,112.3,88.4,32.3,5.7,450.0,0.273,0.314,0.423,0.737,94.0
"Cabrera, Asdrúbal",452678,2016,107.7,88.9,33.3,5.7,568.0,0.28,0.336,0.474,0.81,120.0
"Cabrera, Melky",466320,2016,110.6,89.5,34.2,2.1,646.0,0.296,0.345,0.455,0.8,116.0
"Cabrera, Miguel",408234,2016,114.3,93.6,50.6,15.9,679.0,0.316,0.393,0.563,0.956,153.0
"Cabrera, Ramón",541608,2016,108.1,87.6,25.3,2.1,,,,,,
"Cain, Lorenzo",456715,2016,110.7,88.6,33.4,4.4,434.0,0.287,0.339,0.408,0.747,99.0
"Calhoun, Kole",594777,2016,109.6,89.8,40.5,6.2,672.0,0.271,0.348,0.438,0.786,117.0
"Canó, Robinson",429664,2016,113.4,90.1,42.8,7.3,715.0,0.298,0.35,0.533,0.882,139.0
"Carpenter, Matt",572761,2016,111.1,90.7,41.9,11.3,566.0,0.271,0.38,0.505,0.885,136.0
"Carrera, Ezequiel",485567,2016,106.9,86.6,32.1,3.8,310.0,0.248,0.323,0.356,0.679,86.0
"Carter, Chris",474892,2016,114.3,91.7,46.2,17.6,644.0,0.222,0.321,0.499,0.821,113.0
"Casali, Curt",592200,2016,106.9,86.1,31.3,6.1,256.0,0.186,0.273,0.336,0.609,67.0
"Castellanos, Nick",592206,2016,109.2,89.4,39.0,14.4,447.0,0.285,0.331,0.496,0.827,119.0
"Castillo, Welington",456078,2016,112.1,88.8,37.5,6.0,457.0,0.264,0.322,0.423,0.745,91.0
"Castro, Daniel",593495,2016,101.7,84.1,15.7,0.0,,,,,,
"Castro, Jason",488771,2016,108.7,89.5,40.1,9.7,376.0,0.21,0.307,0.377,0.684,90.0
"Castro, Starlin",516770,2016,113.2,88.5,34.2,5.4,610.0,0.27,0.3,0.433,0.734,93.0
"Centeno, Juan",518542,2016,103.6,85.6,22.0,2.1,,,,,,
"Cervelli, Francisco",465041,2016,107.8,86.5,30.5,1.5,393.0,0.264,0.377,0.322,0.699,98.0
"Cespedes, Yoenis",493316,2016,114.6,91.7,47.5,9.8,543.0,0.28,0.354,0.53,0.884,136.0
"Chirinos, Robinson",455139,2016,107.4,86.1,34.9,10.4,,,,,,
"Chisenhall, Lonnie",502082,2016,108.7,86.2,24.8,2.8,418.0,0.286,0.328,0.439,0.767,100.0
"Choo, Shin-Soo",425783,2016,108.4,92.1,47.0,7.6,210.0,0.242,0.357,0.399,0.756,102.0
"Coghlan, Chris",458085,2016,108.1,87.2,30.2,4.2,300.0,0.188,0.29,0.318,0.608,65.0
"Colón, Christian",518568,2016,103.7,85.7,26.5,0.9,,,,,,
"Conforto, Michael",624424,2016,115.0,90.2,39.0,10.1,348.0,0.22,0.31,0.414,0.725,97.0
"Contreras, Willson",575929,2016,113.7,88.4,33.9,8.6,283.0,0.282,0.357,0.488,0.845,126.0
"Correa, Carlos",621043,2016,118.2,91.0,43.5,7.7,660.0,0.274,0.361,0.451,0.811,123.0
"Cozart, Zack",446359,2016,105.6,86.3,27.5,2.3,508.0,0.252,0.308,0.425,0.732,90.0
"Crawford, Brandon",543063,2016,109.4,88.9,34.7,5.4,623.0,0.275,0.342,0.43,0.772,104.0
"Crisp, Coco",424825,2016,106.4,85.5,23.3,2.4,498.0,0.231,0.302,0.397,0.698,88.0
"Cron, C.J.",543068,2016,115.4,89.5,39.2,8.3,445.0,0.278,0.325,0.467,0.792,114.0
"Cruz, Nelson",443558,2016,116.3,94.6,52.4,16.5,667.0,0.287,0.36,0.555,0.915,148.0
"Cuthbert, Cheslor",596144,2016,111.7,89.3,36.9,2.4,510.0,0.274,0.318,0.413,0.731,95.0
"Dahl, David",621311,2016,106.1,87.8,32.5,4.9,237.0,0.315,0.359,0.5,0.859,113.0
"Davis, Chris",448801,2016,111.2,91.1,44.0,15.1,665.0,0.221,0.332,0.459,0.792,113.0
"Davis, Khris",501981,2016,115.9,92.0,48.2,17.0,610.0,0.247,0.307,0.524,0.831,122.0
"Davis, Rajai",434658,2016,107.7,86.5,29.9,3.4,495.0,0.249,0.306,0.388,0.693,83.0
"De Aza, Alejandro",457477,2016,105.6,88.0,27.2,4.7,267.0,0.205,0.297,0.321,0.618,73.0
"De Jesús Jr., Iván",474443,2016,103.8,84.5,20.2,1.2,243.0,0.253,0.311,0.312,0.623,66.0
"DeShields, Delino",592261,2016,108.6,86.9,30.3,1.5,203.0,0.209,0.275,0.313,0.588,52.0
"Descalso, Daniel",518614,2016,106.0,87.9,35.4,3.0,289.0,0.264,0.349,0.424,0.773,90.0
"Desmond, Ian",435622,2016,112.0,90.7,43.6,7.5,677.0,0.285,0.335,0.446,0.782,103.0
"Dickerson, Alex",543105,2016,113.2,88.9,39.3,6.6,285.0,0.257,0.333,0.455,0.788,111.0
"Dickerson, Corey",572816,2016,112.7,89.0,38.1,11.1,548.0,0.245,0.293,0.469,0.761,101.0
"Dietrich, Derek",518618,2016,110.6,85.5,32.0,8.1,412.0,0.279,0.374,0.425,0.798,121.0
"Donaldson, Josh",518626,2016,114.1,92.2,49.2,12.3,700.0,0.284,0.404,0.549,0.953,157.0
"Dozier, Brian",572821,2016,107.7,88.1,36.2,8.3,691.0,0.268,0.34,0.546,0.886,132.0
"Drew, Stephen",452220,2016,106.4,89.8,31.0,5.2,,,,,,
"Drury, Brandon",592273,2016,113.3,88.8,36.7,6.8,499.0,0.282,0.329,0.458,0.786,102.0
"Duda, Lucas",446263,2016,114.9,89.8,45.4,10.1,,,,,,
"Duffy, Matt",622110,2016,108.7,87.3,30.4,3.5,366.0,0.258,0.31,0.357,0.668,82.0
"Duvall, Adam",594807,2016,110.7,88.6,41.4,12.1,608.0,0.241,0.297,0.498,0.795,104.0
"Dyson, Jarrod",502481,2016,108.5,84.3,21.9,0.4,337.0,0.278,0.34,0.388,0.728,95.0
"Díaz, Aledmys",649557,2016,112.2,89.5,39.2,4.5,460.0,0.3,0.369,0.51,0.879,132.0
"Eaton, Adam",594809,2016,108.6,89.1,36.2,3.1,706.0,0.284,0.362,0.428,0.79,117.0
"Eibner, Brett",518649,2016,109.9,85.5,31.7,7.2,208.0,0.193,0.266,0.353,0.619,65.0
"Ellis, A.J.",454560,2016,105.5,86.9,33.3,2.8,,,,,,
"Ellsbury, Jacoby",453056,2016,109.9,86.9,31.4,1.7,626.0,0.263,0.33,0.374,0.703,90.0
"Encarnación, Edwin",429665,2016,112.8,90.8,40.8,12.3,702.0,0.263,0.357,0.529,0.886,136.0
"Escobar, Alcides",444876,2016,105.8,84.0,17.6,1.4,682.0,0.261,0.292,0.35,0.642,69.0
"Escobar, Eduardo",500871,2016,107.7,85.6,24.4,3.2,377.0,0.236,0.28,0.338,0.618,63.0
"Escobar, Yunel",488862,2016,109.5,89.3,36.1,2.8,567.0,0.304,0.355,0.391,0.745,107.0
"Espinosa, Danny",457787,2016,112.2,90.1,33.4,8.2,601.0,0.209,0.306,0.378,0.684,78.0
